work_order_id,vehicle_id,service_date,service_type,parts_replaced,labour_hours,cost_inr,downtime_hours,failure_reported,technician_id
WO-000229,VEH-0128,13/06/2024 00:00,Routine Inspection,,4.8,29589.47,62.7,Y,TEC-037
WO-000230,VEH-0128,23-01-2024,Engine Service,"Motor, ESC",6.6,"40,958.35",51.0,yes,TEC-206
WO-000231,VEH-0128,04/02/2024 00:00,Battery Pack Swap,Landing Skid,12.6,INR 20736.49,33.4,yes,TEC-111
WO-000232,VEH-0404,26/07/2024 00:00,Tyre Change,Battery Pack,4.1,"22,885.31",19.4,,TEC-061
WO-000233,VEH-0404,23-11-2024,Tyre Change,"Brake Pads, Fluid",5.5,9596.34,1.9,N,TEC-069
WO-000234,VEH-0404,26/01/2025 00:00,Landing Gear Fix,"Brake Pads, Fluid",11.1,"17,057.99",16.4,Y,TEC-218
WO-000235,VEH-0404,06-06-2025,Tyre Change,Battery Pack,12.4,4996.34,44.8,yes,TEC-163
WO-000236,VEH-0416,27/01/2024 00:00,Engine Service,"Brake Pads, Fluid",12.3,INR 16618.83,9.6,yes,TEC-018
WO-000237,VEH-0416,26-09-2024,Battery Pack Swap,NA,1.7,"25,467.81",64.4,yes,TEC-218
WO-000238,VEH-0416,02-12-2024,Tyre Change,NA,13.2,"7,909.99",23.1,yes,TEC-205
WO-000239,VEH-0416,02/06/2024 00:00,Propeller Replacement,"Motor, ESC",2.2,INR 42253.52,25.7,no,TEC-101
WO-000240,VEH-0416,09-12-2024,Engine Service,,13.1,INR 7393.16,24.3,no,TEC-118
WO-000241,VEH-0499,18-12-2024,Brake Pad Replacement,Battery Pack,3.9,"6,620.43",15.4,yes,TEC-164
WO-000242,VEH-0499,06-04-2025,Landing Gear Fix,Propeller x2,9.1,INR 6575.77,39.0,N,TEC-020
WO-000243,VEH-0499,08/06/2024 00:00,Firmware Update,"Motor, ESC",,INR 3403.97,69.6,yes,TEC-050
WO-000244,VEH-0499,2024-09-25 00:00:00,Motor Overhaul,"Brake Pads, Fluid",7.8,"12,868.59",62.4,N,TEC-208
WO-000245,VEH-0499,2025-05-30 00:00:00,Routine Inspection,Battery Pack,1.5,"11,367.94",68.5,no,TEC-220
WO-000246,VEH-0499,18/04/2024 00:00,Brake Pad Replacement,"Motor, ESC",8.2,"46,622.75",45.6,yes,TEC-109
WO-000247,VEH-0687,2025-02-24 00:00:00,Frame Repair,Propeller x2,5.3,38652.75,87.7,Y,TEC-085
WO-000248,VEH-0687,22-04-2025,Battery Pack Swap,Landing Skid,9.2,17854.82,17.8,yes,TEC-095
WO-000249,VEH-0687,27-03-2024,Tyre Change,Landing Skid,0.6,16240.1,24.2,yes,TEC-029
WO-000250,VEH-0139,24-12-2024,Battery Pack Swap,Propeller x2,6.0,INR 15233.68,32.2,no,TEC-034
WO-000251,VEH-0139,2025-06-10 00:00:00,Motor Overhaul,Propeller x2,11.9,INR 29518.81,61.8,Y,TEC-210
WO-000252,VEH-0139,11-03-2025,Battery Pack Swap,Landing Skid,10.2,29649.36,71.7,,TEC-050
WO-000253,VEH-0139,09/11/2024 00:00,Brake Pad Replacement,Landing Skid,9.7,"25,502.45",84.7,,TEC-027
WO-000254,VEH-0362,18/08/2024 00:00,Frame Repair,"Brake Pads, Fluid",7.7,INR 40168.39,94.7,,TEC-188
WO-000255,VEH-0362,13-05-2025,Brake Pad Replacement,Landing Skid,12.6,8222.15,18.6,N,TEC-008
WO-000256,VEH-0464,2024-09-04 00:00:00,Frame Repair,,2.2,"1,671.71",17.9,Y,TEC-023
WO-000257,VEH-0464,28-04-2024,Motor Overhaul,Landing Skid,8.3,"19,943.08",56.7,Y,TEC-115
WO-000258,VEH-0464,22-03-2024,Firmware Update,Propeller x2,8.4,12496.83,8.9,no,TEC-073
WO-000259,VEH-0464,2025-01-25 00:00:00,Tyre Change,Battery Pack,6.4,12344.32,81.5,,TEC-059
WO-000260,VEH-0243,12/05/2024 00:00,Frame Repair,Propeller x2,10.7,"1,459.64",13.9,no,TEC-141
WO-000261,VEH-0243,23-06-2025,Firmware Update,,12.8,35254.54,6.2,,TEC-052
WO-000262,VEH-0243,31-03-2025,Firmware Update,,7.1,36184.69,15.0,,TEC-216
WO-000263,VEH-0243,21-05-2024,Routine Inspection,,4.6,"11,385.77",34.7,no,TEC-220
WO-000264,VEH-0243,23-04-2025,Brake Pad Replacement,"Brake Pads, Fluid",6.3,9098.54,85.1,N,TEC-142
WO-000265,VEH-0243,22-04-2024,Frame Repair,Propeller x2,-,"39,965.54",65.5,,TEC-121
WO-000266,VEH-0522,2024-10-14 00:00:00,Routine Inspection,Landing Skid,4.0,INR 42725.18,12.5,no,TEC-110
WO-000267,VEH-0522,2025-06-09 00:00:00,Engine Service,,8.4,INR 45530.91,27.8,,TEC-214
WO-000268,VEH-0522,2025-02-02 00:00:00,Battery Pack Swap,,11.4,29025.8,70.0,yes,TEC-194
WO-000269,VEH-0275,20/06/2024 00:00,Battery Pack Swap,Battery Pack,2.9,6978.38,63.8,Y,TEC-029
WO-000270,VEH-0275,07-07-2024,Tyre Change,Propeller x2,7.4,INR 35882.95,48.0,N,TEC-045
WO-000271,VEH-0275,17-04-2025,Frame Repair,,3.2,37442.49,12.7,N,TEC-027
WO-000272,VEH-0396,2024-02-17 00:00:00,Routine Inspection,"Brake Pads, Fluid",5.4,19361.52,55.9,,TEC-122
WO-000273,VEH-0396,2024-03-10 00:00:00,Propeller Replacement,"Motor, ESC",0.8,"19,149.33",55.4,,TEC-203
WO-000274,VEH-0396,03/05/2025 00:00,Routine Inspection,NA,5.8,INR 20169.10,13.3,,TEC-156
WO-000275,VEH-0396,2024-07-12 00:00:00,Frame Repair,Propeller x2,4.7,47691.22,67.7,yes,TEC-020
WO-000276,VEH-0345,03/08/2024 00:00,Frame Repair,Landing Skid,6.6,27688.79,21.1,no,TEC-153
WO-000277,VEH-0603,2024-12-22 00:00:00,Motor Overhaul,"Motor, ESC",3.3,45263.28,55.6,,TEC-214
WO-000278,VEH-0603,2024-06-16 00:00:00,Routine Inspection,Propeller x2,2.9,INR 46512.52,66.7,no,TEC-148
WO-000279,VEH-0603,15-05-2025,Routine Inspection,"Motor, ESC",10.7,26766.55,73.2,,TEC-188
WO-000280,VEH-0603,2024-11-02 00:00:00,Routine Inspection,,9.0,"19,599.75",40.6,yes,TEC-131
WO-000281,VEH-0603,08/10/2024 00:00,Motor Overhaul,"Brake Pads, Fluid",2.1,INR 46706.01,62.1,,TEC-084
WO-000282,VEH-0603,06-04-2024,Routine Inspection,,5.5,INR 34182.65,1.3,no,TEC-048
WO-000283,VEH-0584,2024-10-14 00:00:00,Motor Overhaul,,5.6,INR 12030.82,79.5,Y,TEC-107
WO-000284,VEH-0134,2024-05-10 00:00:00,Motor Overhaul,Battery Pack,3.1,19194.81,60.2,no,TEC-206
WO-000285,VEH-0134,24-05-2024,Motor Overhaul,"Brake Pads, Fluid",3.4,INR 29813.41,87.7,Y,TEC-220
WO-000286,VEH-0134,2024-09-08 00:00:00,Landing Gear Fix,Propeller x2,7.9,INR 16337.94,8.7,no,TEC-023
WO-000287,VEH-0134,25-06-2025,Routine Inspection,NA,1.7,"32,864.57",15.3,no,TEC-216
WO-000288,VEH-0196,20/06/2025 00:00,Firmware Update,,13.6,1250.32,28.0,yes,TEC-008
WO-000289,VEH-0196,11/03/2025 00:00,Motor Overhaul,Propeller x2,9.2,INR 12533.59,24.6,no,TEC-091
WO-000290,VEH-0013,19-04-2025,Brake Pad Replacement,,13.3,23096.8,64.5,,TEC-101
WO-000291,VEH-0013,23/02/2025 00:00,Brake Pad Replacement,NA,4.1,44623.81,50.9,yes,TEC-076
WO-000292,VEH-0329,31/01/2025 00:00,Engine Service,NA,6.8,"40,177.48",38.0,,TEC-046
WO-000293,VEH-9105,26-07-2024,Landing Gear Fix,"Motor, ESC",6.7,"12,515.98",69.9,no,TEC-207
WO-000294,VEH-0289,26-06-2024,Propeller Replacement,"Brake Pads, Fluid",5.8,22501.84,35.3,no,TEC-093
WO-000295,VEH-0289,2025-05-11 00:00:00,Routine Inspection,Battery Pack,9.9,INR 37720.85,29.4,N,TEC-192
WO-000296,VEH-0502,30-07-2024,Landing Gear Fix,,4.0,INR 22974.55,92.6,yes,TEC-181
WO-000297,VEH-0502,2024-11-30 00:00:00,Brake Pad Replacement,,6.8,INR 34148.10,19.4,Y,TEC-101
WO-000298,VEH-0502,2025-05-01 00:00:00,Routine Inspection,Propeller x2,10.3,14795.72,57.1,,TEC-084
WO-000299,VEH-0502,01/02/2024 00:00,Routine Inspection,Battery Pack,6.0,32530.89,14.3,yes,TEC-158
WO-000300,VEH-0502,2024-09-27 00:00:00,Brake Pad Replacement,"Motor, ESC",7.6,"42,720.24",52.2,Y,TEC-090
WO-000301,VEH-0710,29/01/2024 00:00,Firmware Update,Battery Pack,6.2,INR 13137.47,88.0,Y,TEC-009
WO-000302,VEH-0299,27/10/2024 00:00,Propeller Replacement,Propeller x2,2.2,INR 46001.92,92.4,Y,TEC-185
WO-000303,VEH-0299,12/05/2025 00:00,Frame Repair,NA,0.8,INR 7376.61,66.2,no,TEC-037
WO-000304,VEH-0299,2024-01-04 00:00:00,Landing Gear Fix,Battery Pack,10.1,"29,053.25",40.7,,TEC-024
WO-000305,VEH-0142,01/07/2025 00:00,Engine Service,,2.4,"45,550.02",79.0,no,TEC-185
WO-000306,VEH-0142,2025-05-03 00:00:00,Landing Gear Fix,Battery Pack,0.7,INR 33983.19,84.7,N,TEC-188
WO-000307,VEH-0142,2024-04-19 00:00:00,Landing Gear Fix,"Brake Pads, Fluid",5.3,"36,853.54",6.7,yes,TEC-023
WO-000308,VEH-0142,01-05-2024,Frame Repair,NA,9.5,INR 19474.43,45.5,,TEC-013
WO-000309,VEH-0142,31/01/2024 00:00,Engine Service,Propeller x2,10.9,INR 8138.24,32.3,,TEC-090
WO-000310,VEH-0274,2025-05-13 00:00:00,Firmware Update,"Motor, ESC",5.6,13291.29,32.1,,TEC-070
WO-000311,VEH-0274,2025-06-04 00:00:00,Motor Overhaul,Propeller x2,NA,"46,213.13",1.7,Y,TEC-067
WO-000312,VEH-0274,13-02-2025,Motor Overhaul,,3.5,46415.81,88.9,yes,TEC-107
WO-000313,VEH-0274,21-04-2024,Engine Service,Propeller x2,3.4,20311.56,37.3,,TEC-101
WO-000314,VEH-0508,24/12/2024 00:00,Routine Inspection,NA,6.1,INR 10509.47,86.7,,TEC-045
WO-000315,VEH-0508,22-06-2024,Frame Repair,"Brake Pads, Fluid",-,45042.0,20.3,yes,TEC-187
WO-000316,VEH-0508,05/04/2024 00:00,Landing Gear Fix,Battery Pack,7.7,INR 2578.15,83.3,N,TEC-103
WO-000317,VEH-0518,21/03/2025 00:00,Brake Pad Replacement,Landing Skid,4.7,7933.21,92.9,no,TEC-167
WO-000318,VEH-0518,17/02/2024 00:00,Tyre Change,,13.8,10912.23,95.8,,TEC-060
WO-000319,VEH-0518,27/02/2025 00:00,Propeller Replacement,Battery Pack,6.1,26352.89,55.2,no,TEC-026
WO-000320,VEH-0518,30-06-2025,Routine Inspection,"Brake Pads, Fluid",4.8,29268.64,34.0,no,TEC-205
WO-000321,VEH-0518,19-02-2025,Engine Service,Propeller x2,5.7,"47,204.37",81.6,Y,TEC-088
WO-000322,VEH-0434,06-02-2025,Landing Gear Fix,Propeller x2,12.1,39665.26,32.9,no,TEC-172
WO-000323,VEH-0434,05-06-2024,Firmware Update,"Motor, ESC",5.7,INR 36144.03,86.2,,TEC-106
WO-000324,VEH-0434,06/03/2025 00:00,Motor Overhaul,Propeller x2,5.3,47184.76,33.4,,TEC-208
WO-000325,VEH-0434,11/04/2024 00:00,Tyre Change,Battery Pack,8.5,25250.18,73.9,yes,TEC-128
WO-000326,VEH-0434,19-04-2025,Battery Pack Swap,Battery Pack,8.3,"38,048.47",67.8,N,TEC-202
WO-000327,VEH-0434,22/12/2024 00:00,Battery Pack Swap,,9.0,13957.77,28.3,yes,TEC-003
WO-000328,VEH-0246,02/04/2024 00:00,Tyre Change,NA,3.4,INR 16528.82,90.0,N,TEC-153
WO-000329,VEH-0246,31/10/2024 00:00,Brake Pad Replacement,Battery Pack,0.6,37309.96,54.0,no,TEC-041
WO-000330,VEH-0246,13-02-2025,Motor Overhaul,Battery Pack,13.6,"43,880.26",73.6,yes,TEC-145
WO-000331,VEH-0246,2024-03-01 00:00:00,Motor Overhaul,Propeller x2,11.7,"36,859.02",69.8,yes,TEC-065
WO-000332,VEH-0399,2025-02-25 00:00:00,Tyre Change,Propeller x2,13.5,"2,468.90",63.5,Y,TEC-102
WO-000333,VEH-0399,14-06-2024,Motor Overhaul,,10.6,43315.14,8.9,N,TEC-157
WO-000334,VEH-0399,04-03-2025,Brake Pad Replacement,NA,2.0,19934.56,95.6,N,TEC-206
WO-000335,VEH-0399,16/03/2024 00:00,Frame Repair,Landing Skid,5.1,INR 29121.05,22.0,,TEC-033
WO-000336,VEH-0399,30/05/2025 00:00,Tyre Change,,2.0,"37,220.76",65.5,Y,TEC-119
WO-000337,VEH-0399,03-01-2024,Brake Pad Replacement,Propeller x2,5.4,INR 19871.09,60.4,,TEC-003
WO-000338,VEH-0076,11-01-2025,Routine Inspection,"Brake Pads, Fluid",11.4,"25,706.09",62.4,Y,TEC-166
WO-000339,VEH-0076,16-06-2025,Battery Pack Swap,"Motor, ESC",11.4,"3,180.56",67.4,yes,TEC-185
WO-000340,VEH-0076,2024-03-18 00:00:00,Motor Overhaul,Propeller x2,2.5,47935.86,54.1,yes,TEC-042
WO-000341,VEH-0076,28/07/2024 00:00,Landing Gear Fix,"Brake Pads, Fluid",2.9,"30,094.73",82.2,Y,TEC-148
WO-000342,VEH-0383,31/03/2024 00:00,Engine Service,Battery Pack,10.1,INR 2608.28,44.1,yes,TEC-030
WO-000343,VEH-0711,2024-02-15 00:00:00,Motor Overhaul,"Brake Pads, Fluid",4.0,19185.28,51.4,no,TEC-193
WO-000344,VEH-0711,2024-05-14 00:00:00,Landing Gear Fix,"Motor, ESC",12.0,INR 16620.49,8.8,N,TEC-012
WO-000345,VEH-0711,24-07-2024,Brake Pad Replacement,NA,1.9,INR 11816.46,73.1,,TEC-051
WO-000346,VEH-0711,23-04-2024,Frame Repair,"Motor, ESC",6.2,INR 36494.10,69.9,no,TEC-118
WO-000347,VEH-0711,24/06/2024 00:00,Frame Repair,Landing Skid,3.5,"33,633.33",46.8,,TEC-068
WO-000348,VEH-0711,02-06-2025,Frame Repair,Battery Pack,9.0,INR 6845.43,87.9,,TEC-163
WO-000349,VEH-0658,2024-04-09 00:00:00,Frame Repair,"Motor, ESC",13.6,INR 38081.77,36.2,Y,TEC-198
WO-000350,VEH-0296,2024-08-13 00:00:00,Brake Pad Replacement,Battery Pack,10.0,6276.8,35.4,,TEC-030
WO-000351,VEH-0296,2025-01-24 00:00:00,Motor Overhaul,NA,8.4,20555.09,32.9,,TEC-036
WO-000352,VEH-0631,2024-06-29 00:00:00,Engine Service,Battery Pack,8.4,INR 38625.83,70.8,,TEC-126
WO-000353,VEH-0622,2024-07-06 00:00:00,Tyre Change,Propeller x2,11.0,16078.89,27.1,Y,TEC-122
WO-000354,VEH-0622,19-01-2024,Brake Pad Replacement,,11.1,INR 37198.00,51.2,Y,TEC-066
WO-000355,VEH-0501,20/02/2024 00:00,Routine Inspection,Landing Skid,7.6,32629.79,64.5,yes,TEC-055
WO-000356,VEH-0501,01-02-2025,Landing Gear Fix,"Brake Pads, Fluid",10.7,39416.32,84.0,yes,TEC-220
WO-000357,VEH-0505,24-04-2025,Motor Overhaul,Propeller x2,1.2,INR 47009.05,89.4,yes,TEC-142
WO-000358,VEH-0133,2025-03-25 00:00:00,Brake Pad Replacement,NA,9.0,"40,419.01",8.9,yes,TEC-180
WO-000359,VEH-0248,18-01-2024,Landing Gear Fix,Battery Pack,9.4,INR 41150.37,67.1,no,TEC-100
WO-000360,VEH-0248,2025-05-02 00:00:00,Propeller Replacement,"Brake Pads, Fluid",3.4,"36,146.54",10.0,N,TEC-133
WO-000361,VEH-0660,29/10/2024 00:00,Tyre Change,Propeller x2,2.4,42210.09,2.5,no,TEC-150
WO-000362,VEH-0660,2024-06-21 00:00:00,Landing Gear Fix,Propeller x2,5.5,INR 6665.48,68.5,yes,TEC-062
WO-000363,VEH-0660,27-02-2024,Firmware Update,NA,6.3,INR 1612.93,16.9,yes,TEC-071
WO-000364,VEH-0200,20-09-2024,Motor Overhaul,Propeller x2,6.5,37511.54,77.1,Y,TEC-217
WO-000365,VEH-0200,2025-06-06 00:00:00,Engine Service,Landing Skid,5.9,11089.82,31.6,N,TEC-067
WO-000366,VEH-0200,19-03-2024,Battery Pack Swap,Propeller x2,7.3,INR 7755.58,38.2,Y,TEC-025
WO-000367,VEH-0200,21-08-2024,Firmware Update,NA,10.9,"6,265.58",26.7,Y,TEC-147
WO-000368,VEH-0733,19-06-2024,Landing Gear Fix,NA,8.9,39770.37,18.4,,TEC-146
WO-000369,VEH-0733,2025-02-07 00:00:00,Engine Service,NA,7.5,"21,110.07",2.2,no,TEC-074
WO-000370,VEH-0733,06/01/2025 00:00,Tyre Change,"Motor, ESC",  ,INR 34499.02,85.5,no,TEC-189
WO-000371,VEH-0733,15/04/2025 00:00,Routine Inspection,"Motor, ESC",8.0,INR 40088.45,79.9,N,TEC-135
WO-000372,VEH-0733,15/02/2025 00:00,Routine Inspection,Battery Pack,6.6,19855.93,89.2,no,TEC-038
WO-000373,VEH-0637,2024-07-05 00:00:00,Motor Overhaul,"Motor, ESC",13.8,"7,193.76",1.0,N,TEC-145
WO-000374,VEH-0637,24-02-2024,Firmware Update,"Motor, ESC",12.2,10641.58,44.0,N,TEC-011
WO-000375,VEH-0637,03-06-2025,Propeller Replacement,Landing Skid,8.5,"30,246.76",48.5,yes,TEC-042
WO-000376,VEH-0637,01-06-2024,Landing Gear Fix,"Motor, ESC",10.3,INR 3190.71,51.3,no,TEC-148
WO-000377,VEH-0637,12-05-2025,Propeller Replacement,Landing Skid,9.0,41565.29,17.8,N,TEC-037
WO-000378,VEH-0614,05-04-2025,Brake Pad Replacement,,0.7,"43,228.13",29.5,,TEC-144
WO-000379,VEH-0614,13/12/2024 00:00,Brake Pad Replacement,Landing Skid,8.8,22557.32,49.6,no,TEC-092
WO-000380,VEH-0614,31/12/2024 00:00,Brake Pad Replacement,Propeller x2,0.9,INR 44060.04,30.6,,TEC-027
WO-000381,VEH-0210,2025-04-26 00:00:00,Firmware Update,Landing Skid,12.4,"26,374.56",22.4,no,TEC-172
WO-000382,VEH-0210,17/06/2024 00:00,Brake Pad Replacement,Propeller x2,13.8,12611.99,8.7,N,TEC-014
WO-000383,VEH-0210,2024-06-26 00:00:00,Frame Repair,Battery Pack,5.1,33758.79,44.2,yes,TEC-062
WO-000384,VEH-0210,2025-05-05 00:00:00,Firmware Update,"Motor, ESC",11.3,"24,991.79",30.1,N,TEC-160
WO-000385,VEH-0516,12/06/2025 00:00,Engine Service,"Motor, ESC",5.7,INR 25058.97,24.6,yes,TEC-128
WO-000386,VEH-0726,2024-02-07 00:00:00,Routine Inspection,"Brake Pads, Fluid",8.1,INR 43219.40,86.5,yes,TEC-062
WO-000387,VEH-0319,17-12-2024,Routine Inspection,Propeller x2,1.9,INR 30700.39,65.1,,TEC-103
WO-000388,VEH-0319,2025-01-04 00:00:00,Tyre Change,Propeller x2,4.4,INR 33727.36,76.9,no,TEC-009
WO-000389,VEH-0319,2025-05-26 00:00:00,Frame Repair,Landing Skid,11.2,"37,021.88",19.4,yes,TEC-044
WO-000390,VEH-0319,2025-03-26 00:00:00,Frame Repair,,9.6,32388.11,50.2,,TEC-065
WO-000391,VEH-0319,05-06-2024,Motor Overhaul,Propeller x2,12.3,INR 16564.10,3.6,,TEC-004
WO-000392,VEH-0319,2024-12-05 00:00:00,Battery Pack Swap,Landing Skid,4.9,26590.57,61.3,Y,TEC-033
WO-000393,VEH-0026,31/03/2025 00:00,Motor Overhaul,"Motor, ESC",5.5,47471.27,84.1,no,TEC-109
WO-000394,VEH-0279,16-05-2025,Brake Pad Replacement,Propeller x2,7.3,INR 22983.73,69.9,N,TEC-184
WO-000395,VEH-0279,18/12/2024 00:00,Brake Pad Replacement,NA,12.0,3382.88,26.0,,TEC-220
WO-000396,VEH-0403,11/10/2024 00:00,Landing Gear Fix,NA,7.0,44079.4,13.6,Y,TEC-129
WO-000397,VEH-0403,15-04-2024,Motor Overhaul,Landing Skid,7.6,"35,264.58",60.5,N,TEC-134
WO-000398,VEH-0431,05/05/2025 00:00,Frame Repair,Landing Skid,13.2,"2,553.21",84.9,no,TEC-188
WO-000399,VEH-0431,18-02-2024,Propeller Replacement,Propeller x2,2.7,29693.14,73.0,,TEC-196
WO-000400,VEH-0431,19-03-2024,Battery Pack Swap,"Motor, ESC",0.9,"19,746.27",50.5,Y,TEC-100
WO-000401,VEH-0431,16/05/2024 00:00,Frame Repair,,7.1,"15,141.77",49.5,N,TEC-156
WO-000402,VEH-0431,05-04-2024,Firmware Update,Landing Skid,2.4,47990.81,15.2,yes,TEC-052
WO-000403,VEH-0431,12/03/2025 00:00,Battery Pack Swap,NA,2.9,"47,997.36",22.4,N,TEC-138
WO-000404,VEH-0504,14-09-2024,Firmware Update,,13.7,41682.67,17.6,,TEC-019
WO-000405,VEH-0504,2025-06-28 00:00:00,Motor Overhaul,Propeller x2,8.5,12996.11,16.8,Y,TEC-032
WO-000406,VEH-0504,25-01-2025,Brake Pad Replacement,Propeller x2,0.7,"30,977.87",33.2,N,TEC-175
WO-000407,VEH-0504,21/11/2024 00:00,Engine Service,NA,7.2,INR 29881.36,8.1,Y,TEC-086
WO-000408,VEH-0504,2024-09-11 00:00:00,Tyre Change,NA,11.4,"42,587.48",53.8,,TEC-208
WO-000409,VEH-0193,2025-04-27 00:00:00,Brake Pad Replacement,"Brake Pads, Fluid",4.5,INR 6759.78,76.6,no,TEC-066
WO-000410,VEH-9872,10-04-2024,Routine Inspection,Propeller x2,5.7,"35,769.75",1.9,N,TEC-124
WO-000411,VEH-0193,2025-06-02 00:00:00,Engine Service,Propeller x2,5.8,880.96,40.5,yes,TEC-095
WO-000412,VEH-0193,2025-04-18 00:00:00,Tyre Change,Landing Skid,unknown,4462.75,37.4,,TEC-024
WO-000413,VEH-0193,13-08-2024,Firmware Update,Propeller x2,6.6,"5,387.86",32.4,Y,TEC-053
WO-000414,VEH-0193,27-06-2025,Brake Pad Replacement,"Motor, ESC",1.3,"2,586.97",68.9,Y,TEC-124
WO-000415,VEH-0715,14-08-2024,Engine Service,"Motor, ESC",10.4,INR 24622.53,2.0,,TEC-074
WO-000416,VEH-0715,12-09-2024,Engine Service,Battery Pack,5.1,"20,004.04",57.9,,TEC-127
WO-000417,VEH-0715,11/02/2024 00:00,Battery Pack Swap,"Motor, ESC",13.3,INR 27959.14,22.2,yes,TEC-013
WO-000418,VEH-0715,19/02/2025 00:00,Routine Inspection,Propeller x2,8.4,INR 926.08,60.3,,TEC-173
WO-000419,VEH-0032,2024-08-14 00:00:00,Routine Inspection,NA,1.9,"41,221.06",62.9,no,TEC-020
WO-000420,VEH-0032,17/03/2025 00:00,Frame Repair,"Brake Pads, Fluid",6.9,11792.12,57.4,yes,TEC-055
WO-000421,VEH-0032,2024-06-15 00:00:00,Engine Service,Landing Skid,5.1,"43,249.10",54.7,N,TEC-109
WO-000422,VEH-0032,25-02-2025,Landing Gear Fix,,10.1,"30,465.23",77.6,Y,TEC-154
WO-000423,VEH-0709,30-08-2024,Firmware Update,,3.6,INR 26590.44,40.0,Y,TEC-177
WO-000424,VEH-0709,07/02/2025 00:00,Firmware Update,Landing Skid,4.8,10889.11,92.8,yes,TEC-102
WO-000425,VEH-0709,27-02-2025,Brake Pad Replacement,Battery Pack,13.6,46363.29,95.6,N,TEC-220
WO-000426,VEH-0709,06/08/2024 00:00,Routine Inspection,,4.7,"5,059.78",65.6,yes,TEC-163
WO-000427,VEH-0083,2025-04-10 00:00:00,Frame Repair,,12.1,INR 30445.25,85.0,,TEC-102
WO-000428,VEH-0172,29/09/2024 00:00,Routine Inspection,"Motor, ESC",8.1,"5,376.25",52.4,no,TEC-039
WO-000429,VEH-0172,07/05/2024 00:00,Firmware Update,"Brake Pads, Fluid",3.1,"45,619.53",87.8,Y,TEC-069
WO-000430,VEH-0172,06/01/2024 00:00,Routine Inspection,"Motor, ESC",11.7,36728.8,67.1,,TEC-203
WO-000431,VEH-0172,2024-02-21 00:00:00,Battery Pack Swap,"Motor, ESC",-,47806.95,73.7,yes,TEC-080
WO-000432,VEH-0699,05-03-2025,Landing Gear Fix,Battery Pack,4.6,INR 21876.62,71.5,,TEC-068
WO-000433,VEH-0699,20/02/2025 00:00,Propeller Replacement,Battery Pack,8.3,"18,854.11",12.1,N,TEC-139
WO-000434,VEH-0297,15/03/2025 00:00,Frame Repair,NA,6.0,INR 29657.16,93.7,yes,TEC-166
WO-000435,VEH-0557,10-05-2024,Engine Service,Battery Pack,11.7,INR 8268.17,48.4,no,TEC-210
WO-000436,VEH-0557,2024-01-04 00:00:00,Routine Inspection,"Brake Pads, Fluid",11.4,"29,633.67",71.9,N,TEC-029
WO-000437,VEH-0695,21/11/2024 00:00,Motor Overhaul,,0.5,"24,361.75",19.0,no,TEC-180
WO-000438,VEH-0695,19/03/2024 00:00,Landing Gear Fix,Landing Skid,8.0,"21,614.52",35.0,yes,TEC-120
WO-000439,VEH-0695,17/09/2024 00:00,Landing Gear Fix,Propeller x2,2.5,INR 32892.21,14.8,no,TEC-090
WO-000440,VEH-0270,11-05-2024,Battery Pack Swap,"Motor, ESC",9.7,INR 4618.43,15.1,N,TEC-021
WO-000441,VEH-0270,19-08-2024,Tyre Change,"Brake Pads, Fluid",11.2,INR 38955.49,77.1,no,TEC-055
WO-000442,VEH-0169,19/11/2024 00:00,Engine Service,"Motor, ESC",9.1,INR 12752.60,42.0,yes,TEC-010
WO-000443,VEH-0701,23/05/2024 00:00,Firmware Update,,11.2,"37,451.16",32.7,yes,TEC-135
WO-000444,VEH-0701,16-12-2024,Tyre Change,"Motor, ESC",2.6,INR 11161.65,79.0,N,TEC-081
WO-000445,VEH-0701,2025-02-18 00:00:00,Engine Service,Landing Skid,4.1,INR 10615.99,69.2,,TEC-155
WO-000446,VEH-0701,13/03/2025 00:00,Firmware Update,Battery Pack,12.3,INR 45626.51,84.1,yes,TEC-164
WO-000447,VEH-0701,16-12-2024,Frame Repair,NA,6.5,12562.19,62.7,,TEC-128
WO-000448,VEH-0701,2024-09-23 00:00:00,Routine Inspection,Propeller x2,1.7,INR 11202.87,51.8,,TEC-169
WO-000449,VEH-0406,29-11-2024,Engine Service,Landing Skid,13.5,INR 24503.52,79.5,Y,TEC-205
WO-000450,VEH-0406,16/06/2024 00:00,Battery Pack Swap,Propeller x2,6.1,"40,197.05",91.0,no,TEC-087
WO-000451,VEH-0406,28/12/2024 00:00,Firmware Update,NA,12.1,25712.91,45.9,yes,TEC-033
WO-000452,VEH-0406,2024-01-13 00:00:00,Tyre Change,"Brake Pads, Fluid",13.6,"20,784.22",83.0,N,TEC-068
WO-000453,VEH-0406,15-01-2024,Routine Inspection,Landing Skid,11.8,INR 17795.99,21.9,,TEC-010
WO-000454,VEH-0008,24-05-2025,Routine Inspection,"Brake Pads, Fluid",11.3,11459.74,44.3,,TEC-187
WO-000455,VEH-0008,31-08-2024,Tyre Change,NA,4.2,INR 42220.19,37.0,no,TEC-058
WO-000456,VEH-0008,2024-04-01 00:00:00,Brake Pad Replacement,Propeller x2,9.9,"43,223.66",66.9,,TEC-195
WO-000457,VEH-0008,2024-02-09 00:00:00,Motor Overhaul,NA,10.4,INR 43738.65,54.6,Y,TEC-141
